재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_IS_20203171250395_StatementOfComprehensiveIncomeAbstract,당기연결순이익(손실),"-1,655,832,934","4,486,045,974","10,435,974,297"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,당기연결순이익(손실)의 귀속,,,
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의소유주지분,"-1,655,832,934","4,486,045,974","10,435,974,297"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,,,
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,,,
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,총포괄이익(손실),"-1,655,832,934","4,486,045,974","10,435,974,297"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총포괄이익(손실)의 귀속,,,
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업의소유주지분,"-1,655,832,934","4,486,045,974","10,435,974,297"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,,,
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당손익,,,
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,기본및희석주당순손익,-352,"1,201","2,859"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Revenue,영업수익,"258,761,856,578","254,944,030,459","260,448,023,332"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CostOfSales,영업비용,"223,790,340,863","229,472,750,943","240,842,551,443"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,"34,971,515,715","25,471,279,516","19,605,471,889"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,금융수익,"275,860,047","300,840,535","211,113,360"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,금융비용,"6,075,327,061","7,342,970,262","7,792,312,616"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherGains,기타영업외수익,"291,571,738","116,361,311","306,445,529"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherLosses,기타영업외비용,"649,452,195","333,814,618","1,180,578,312"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,"28,814,168,244","18,211,696,482","11,150,139,850"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"6,579,529,631","4,134,097,880","2,594,352,276"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,당기순이익,"22,234,638,613","14,077,598,602","8,555,787,574"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,"-538,044,047","-43,552,452","586,254,893"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류되지 않는 항목,"-528,275,477","-43,464,513","590,231,905"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채의 재측정요소,"-536,499,834","110,423,970","590,231,905"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00261355_udf_IS_2020320151930891_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,기타포괄손익-공정가치 측정 금융자산 평가손익,"8,224,357","-153,888,483",0
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류될 수 있는 항목,"-9,768,570","-87,939","-3,977,012"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,매도가능금융자산평가손익,0,0,"-2,222,057"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,해외사업환산손익,"-9,768,570","-87,939","-1,754,955"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,당기총포괄손익,"21,696,594,566","14,034,046,150","9,142,042,467"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당순이익,,,
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,기본주당순이익,"2,699","1,711","1,051"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,희석주당이익(손실),"2,699","1,711","1,051"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Revenue,영업수익,"88,449,397,734","76,076,008,694","69,222,756,573"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CostOfSales,영업비용,"104,604,628,531","73,071,988,232","64,163,501,786"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_CostOfSalesFromRenderingOfServices,영업원가,"65,648,465,055","44,171,087,760","38,135,776,762"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00231372_udf_IS_2018810162623536_CostOfSales,판매일반관리비,"38,956,163,476","28,900,900,472","26,027,725,024"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),"-16,155,230,797","3,004,020,462","5,059,254,787"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherGains,기타수익,"254,868,040","240,127,749","209,836,065"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherLosses,기타비용,"391,582,799","8,674,621,705","685,319,813"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,금융수익,"6,081,474,221","2,444,280,804","129,292,062"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,금융비용,"1,559,066,716","98,492,242,236","646,182,621"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00231372_udf_IS_2018810163948136_StatementOfComprehensiveIncomeAbstract,관계기업투자손익,"159,535,300","-241,745,678","-89,203,996"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),"-11,610,002,751","-101,720,180,604","3,977,676,484"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"2,484,193,044","-3,597,950,774","712,515,473"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업이익(손실),"-14,094,195,795","-98,122,229,830","3,265,161,011"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업이익(손실),0,"-14,751,892,474","114,106,558"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,당기순이익(손실),"-14,094,195,795","-112,874,122,304","3,379,267,569"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,"-4,069,976,016","3,873,906,409","151,605,520"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,총포괄손익,"-18,164,171,811","-109,000,215,895","3,530,873,089"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업지분,"-13,934,854,342","-108,467,496,069","3,343,289,038"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,"-159,341,453","-4,406,626,235","35,978,531"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToAbstract,총포괄손익의 귀속,,,
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업지분,"-18,004,830,358","-104,593,589,660","3,494,894,558"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,"-159,341,453","-4,406,626,235","35,978,531"
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EarningsPerShareAbstract,주당이익 [abstract],,,
"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[032350],롯데관광개발,유가증권시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),-204,"-2,199",74
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Revenue,매출액,"297,168,691,342","364,973,001,111","372,059,611,808"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_IS_2020328113835752_StatementOfComprehensiveIncomeAbstract,매출원가,"53,130,023,858","86,979,218,524","94,461,453,414"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_IS_2020328113839389_StatementOfComprehensiveIncomeAbstract,매출총이익,"244,038,667,484","277,993,782,587","277,598,158,394"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OperatingExpenses,판매비와관리비,"240,840,641,070","261,383,067,284","243,655,548,563"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EmployeeBenefitsExpense,종업원급여비용,"76,940,424,251","74,936,238,903","72,734,476,864"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_DepreciationExpense,감가상각비와기타상각비,"5,926,750,336","3,333,354,091","2,250,561,194"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_Commissions,지급수수료,"94,472,467,218","108,162,804,835","112,891,712,320"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_MiscellaneousExpenses,기타영업비용,"63,500,999,265","74,950,669,455","55,778,798,185"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,"3,198,026,414","16,610,715,303","33,942,609,831"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherGains,기타손익 및 금융손익,"1,699,012,135","-986,244,318","-2,189,284,416"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_IS_2020328114139458_OtherGains,기타수익,"7,352,759,302","5,093,549,882","2,774,433,214"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_IS_2020328114141349_OtherGains,기타비용,"5,050,985,320","7,044,509,898","5,713,565,935"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_IS_2020328114144100_OtherGains,금융수익,"3,097,405,275","2,359,881,981","1,455,866,179"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_IS_2020328114142591_OtherGains,금융비용,"3,700,167,122","1,395,166,283","706,017,874"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_IS_202032811436753_StatementOfComprehensiveIncomeAbstract,관계기업투자손익,"1,428,424,617","134,783,741","2,971,919,324"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,"6,325,463,166","15,759,254,726","34,725,244,739"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"4,054,930,412","5,602,005,479","8,877,874,144"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업이익,"2,270,532,754","10,157,249,247","25,847,370,595"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업이익(손실),,"2,021,019,620","-954,110,118"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,당기순이익,"2,270,532,754","12,178,268,867","24,893,260,477"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToAbstract,당기순이익의 귀속,,,
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업소유주지분,"1,788,143,790","12,552,416,299","24,878,326,894"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분,"482,388,964","-374,147,432","14,933,583"
"포괄손익계산서, 성격별 분류(세후기타포괄손익) - 연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,"-135,271,861","-124,575,068","-236,827,567"
