재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Assets,자산총계,"114,981,929,224","98,461,419,870","100,337,495,831"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_LiabilitiesAbstract,부채 [abstract],,,
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentLiabilities,유동부채,"57,872,519,806","57,963,034,365","64,437,393,756"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_TradeAndOtherCurrentPayables,미지급금및기타채무,"12,550,827,705","11,431,416,193","11,161,918,992"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00632845_udf_BS_2020323153728864_CurrentLiabilities,유동성장기차입부채,,,"19,833,333,350"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ShorttermBorrowings,단기차입금,"14,300,000,000","18,516,800,000",
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_PaymentsOfIncomeTaxesPayable,미지급법인세,"523,014,385",,"2,460,826,479"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherCurrentLiabilities,수탁금및기타부채,"30,230,987,193","27,982,119,713","30,942,628,979"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentLeaseLiabilities,유동리스부채,"267,690,523",,
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentProvisions,유동충당부채,,"32,698,459","38,685,956"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentLiabilities,비유동부채,"898,523,509","331,831,562","219,594,106"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_LongTermTradeAndOtherNonCurrentPayables,비유동기타채무,"93,000,000","237,800,000","194,800,000"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_PostemploymentBenefitObligations,퇴직급여채무,"110,517,875","68,306,768",
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentLeaseLiabilities,비유동리스부채,"659,310,292",,
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentProvisions,비유동충당부채,"35,695,342","25,724,794","24,794,106"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Liabilities,부채총계,"58,771,043,315","58,294,865,927","64,656,987,862"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EquityAbstract,자본 [abstract],,,
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EquityAttributableToOwnersOfParent,지배기업소유주에귀속되는 자본,"56,210,885,909","40,166,553,943","35,680,507,969"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,자본금,"2,382,825,000","2,000,000,000","2,000,000,000"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_CapitalSurplus,자본잉여금,"19,822,461,939","1,745,976,539","1,745,976,539"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,기타자본,,"-623,045,000","-623,045,000"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,이익잉여금,"34,005,598,970","37,043,622,404","32,557,576,430"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncontrollingInterests,비지배지분,,,
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Equity,자본총계,"56,210,885,909","40,166,553,943","35,680,507,969"
"재무상태표, 유동/비유동법-연결재무제표",[104620],노랑풍선,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,부채및자본총계,"114,981,929,224","98,461,419,870","100,337,495,831"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_AssetsAbstract,자산 [abstract],,,
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentAssets,유동자산,"44,503,386,126","49,814,795,727","57,914,025,641"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,현금및현금성자산,"17,847,341,288","11,281,592,705","18,472,906,935"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,"17,035,565,243","25,658,677,173","28,642,644,071"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Inventories,재고자산,"228,306,079","184,623,665","316,120,437"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,0,0,"34,809,173"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00261355_udf_BS_20188116336416_CurrentAssets,유동비금융자산,"9,391,392,483","12,651,682,203","10,447,545,025"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,당기법인세자산,"781,033","38,219,981",0
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentAssets,비유동자산,"372,158,068,796","339,513,187,868","390,565,541,124"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권및기타채권,"3,277,865,235","3,705,477,606","3,467,109,699"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,"1,388,143,356","1,047,599,308","1,005,494,820"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00261355_udf_BS_201881163413700_NoncurrentAssets,비유동비금융자산,"4,869,754,876","4,251,203,685","6,052,704,566"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,유형자산,"339,252,629,240","320,666,762,586","376,197,003,026"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_RightofuseAssets,사용권자산,"7,285,489,650",0,0
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,"16,084,186,439","9,827,071,078","3,434,805,702"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,이연법인세자산,0,"15,073,605","408,423,311"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Assets,자산총계,"416,661,454,922","389,327,983,595","448,479,566,765"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_LiabilitiesAbstract,부채 [abstract],,,
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentLiabilities,유동부채,"160,013,256,270","139,545,065,933","199,661,893,128"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,"24,609,672,528","19,325,776,316","23,346,407,566"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_ShorttermBorrowings,차입금,"110,709,510,831","96,286,221,244","156,286,635,313"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentLeaseLiabilities,리스부채,"1,840,922,866",0,0
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00261355_udf_BS_20188116395756_CurrentLiabilities,유동비금융부채,"17,880,497,090","19,055,612,065","17,946,362,972"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentProvisions,유동기타종업원급여부채,"1,066,012,620","1,031,144,460","858,096,756"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,당기법인세부채,"3,906,640,335","3,846,311,848","1,224,390,521"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentLiabilities,비유동부채,"92,714,581,623","100,955,384,799","109,099,174,524"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무및기타채무,"10,527,877,199","12,430,149,329","15,357,159,096"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_LongTermBorrowingsGross,차입금,"75,640,944,493","85,441,667,504","92,143,150,661"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentLeaseLiabilities,리스부채,"4,182,961,572",0,0
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_PostemploymentBenefitObligations,순확정급여부채,"1,317,285,634","2,503,108,952","1,273,409,874"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentProvisionsForEmployeeBenefits,비유동종업원급여부채,"352,841,883","342,446,831","325,454,893"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,이연법인세부채,"478,774,054","238,012,183",0
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentProvisions,기타충당부채,"213,896,788",0,0
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Liabilities,부채총계,"252,727,837,893","240,500,450,732","308,761,067,652"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EquityAbstract,자본 [abstract],,,
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주지분,"163,933,617,029","148,827,532,863","139,718,499,113"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,자본금,"4,294,740,000","4,294,740,000","4,294,740,000"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_CapitalSurplus,자본잉여금,"63,349,316,703","63,349,316,703","63,349,316,703"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,"-9,004,454,020","-9,004,454,020","-10,609,952,020"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,"-171,116,506","-169,572,293","-15,595,871"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,이익잉여금,"105,465,130,852","90,357,502,473","82,699,990,301"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Equity,자본총계,"163,933,617,029","148,827,532,863","139,718,499,113"
"재무상태표, 유동/비유동법-연결재무제표",[038390],레드캡투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,자본과부채총계,"416,661,454,922","389,327,983,595","448,479,566,765"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_AssetsAbstract,자산 [abstract],,,
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentAssets,유동자산,"203,684,839,620","200,627,583,320","221,062,943,356"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,현금및현금성자산,"57,026,663,528","57,177,852,454","53,139,728,557"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,"101,603,852,312","95,161,477,100","87,546,344,383"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,"30,248,776,406","33,196,020,103","50,775,672,257"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_BS_2020328111333410_CurrentAssets,리스채권,"581,710,093",,
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_Inventories,재고자산,"9,842,579,576","10,908,824,317","24,954,049,261"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,당기법인세자산,"149,580,976","16,280,620",
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_OtherCurrentAssets,기타유동자산,"4,231,676,729","4,167,128,726","4,647,148,898"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentAssets,비유동자산,"216,940,163,321","133,957,521,910","129,542,973,316"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,"5,059,000,000","6,915,500,000","6,765,500,000"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기성매출채권및기타채권,"4,087,608,328","6,987,557,495","6,569,523,040"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,entity00456218_udf_BS_2020328111543196_NoncurrentAssets,통화스왑자산,"205,968,923",,
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치 금융자산,"2,850,000,000","2,392,454,853","1,342,454,853"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,당기손익-공정가치 금융자산,"8,537,860,000","5,269,680,000",
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_InvestmentsInAssociates,관계기업투자,"6,670,411,590","6,510,477,853","7,995,943,574"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,유형자산,"183,267,939,925","100,568,554,189","100,152,047,455"
"재무상태표, 유동/비유동법-연결재무제표",[080160],모두투어,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2019-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,투자부동산,"2,514,468,197","2,580,616,364","2,646,148,212"
